(1, 901714, '2016-01-25', 'Credit Card', 1),
(3732, 901213, '2016-01-15', 'Check', 3732),
(3733, 305073, '2016-01-23', 'Credit Card', 3733),
(3734, 977281, '2016-01-29', 'Cash', 3734),
(3735, 817260, '2016-01-29', 'Credit Card', 3735),
(3736, 447839, '2016-01-10', 'Credit Card', 3736),
(3737, 497483, '2016-01-21', 'Check', 3737),
(3738, 169251, '2016-01-27', 'Check', 3738),
(3739, 636969, '2016-01-12', 'Credit Card', 3739),
(3740, 896701, '2016-01-27', 'Check', 3740),
(3741, 19524, '2016-01-17', 'Cash', 3741),
(3742, 421214, '2016-01-22', 'Check', 3742),
(3743, 148433, '2016-01-17', 'Cash', 3743),
(3744, 176384, '2016-01-22', 'Check', 3744),
(3745, 949260, '2016-01-14', 'Credit Card', 3745),
(3746, 504800, '2016-01-30', 'Credit Card', 3746),
(3747, 259464, '2016-01-20', 'Check', 3747),
(3748, 179675, '2016-01-24', 'Credit Card', 3748),
(3749, 703255, '2016-01-10', 'Check', 3749),
(3750, 395785, '2016-01-23', 'Cash', 3750),
(3751, 61286, '2016-01-23', 'Check', 3751),
(3752, 602951, '2016-01-16', 'Cash', 3752),
(3753, 789178, '2016-01-24', 'Cash', 3753),
(3754, 798452, '2016-01-18', 'Credit Card', 3754),
(3755, 680975, '2016-01-23', 'Cash', 3755),
(3756, 369500, '2016-01-27', 'Credit Card', 3756),
(3757, 440968, '2016-01-21', 'Credit Card', 3757),
(3758, 112218, '2016-01-14', 'Credit Card', 3758),
(3759, 627096, '2016-01-30', 'Credit Card', 3759),
(3760, 927178, '2016-01-12', 'Check', 3760),
(3761, 686655, '2016-01-28', 'Credit Card', 3761),
(3762, 997847, '2016-01-21', 'Check', 3762),
(3763, 920421, '2016-01-16', 'Credit Card', 3763),
(3764, 135337, '2016-01-17', 'Credit Card', 3764),
(3765, 267601, '2016-01-22', 'Cash', 3765),
(3766, 130198, '2016-01-28', 'Cash', 3766),
(3767, 404141, '2016-01-11', 'Check', 3767),
(3768, 68209, '2016-01-24', 'Check', 3768),
(3769, 731813, '2016-01-18', 'Check', 3769),
(3770, 196928, '2016-01-14', 'Credit Card', 3770),
(3771, 300834, '2016-01-20', 'Credit Card', 3771),
(3772, 142086, '2016-01-22', 'Check', 3772),
(3773, 513257, '2016-01-22', 'Cash', 3773),
(3774, 267830, '2016-01-14', 'Cash', 3774),
(3775, 856608, '2016-01-29', 'Credit Card', 3775),
(3776, 581505, '2016-01-15', 'Credit Card', 3776),
(3777, 333662, '2016-01-19', 'Cash', 3777),
(3778, 177524, '2016-01-11', 'Credit Card', 3778),
(3779, 386282, '2016-01-21', 'Credit Card', 3779),
(3780, 395427, '2016-01-12', 'Cash', 3780),
(3781, 483155, '2016-01-12', 'Cash', 3781),
(3782, 525182, '2016-01-30', 'Check', 3782),
(3783, 197285, '2016-01-18', 'Cash', 3783),
(3784, 107907, '2016-01-12', 'Check', 3784),
(3785, 871288, '2016-01-25', 'Credit Card', 3785),
(3786, 198592, '2016-01-27', 'Check', 3786),
(3787, 494008, '2016-01-11', 'Cash', 3787),
(3788, 609132, '2016-01-21', 'Credit Card', 3788),
(3789, 370469, '2016-01-15', 'Credit Card', 3789),
(3790, 856425, '2016-01-24', 'Credit Card', 3790),
(3791, 858768, '2016-01-21', 'Credit Card', 3791),
(3792, 901862, '2016-01-29', 'Credit Card', 3792),
(3793, 219671, '2016-01-11', 'Check', 3793),
(3794, 771897, '2016-01-29', 'Check', 3794),
(3795, 220262, '2016-01-17', 'Credit Card', 3795),
(3796, 605303, '2016-01-30', 'Credit Card', 3796),
(3797, 587384, '2016-01-24', 'Cash', 3797),
(3798, 823115, '2016-01-17', 'Check', 3798),
(3799, 595403, '2016-01-17', 'Check', 3799),
(3800, 913220, '2016-01-18', 'Cash', 3800),
(3801, 199205, '2016-01-15', 'Credit Card', 3801),
(3802, 750412, '2016-01-27', 'Credit Card', 3802),
(3803, 885789, '2016-01-19', 'Credit Card', 3803),
(3804, 975715, '2016-01-16', 'Credit Card', 3804),
(3805, 877246, '2016-01-23', 'Cash', 3805),
(3806, 408664, '2016-01-29', 'Cash', 3806),
(3807, 825696, '2016-01-13', 'Credit Card', 3807),
(3808, 434527, '2016-01-23', 'Check', 3808),
(3809, 725550, '2016-01-26', 'Check', 3809),
(3810, 23238, '2016-01-21', 'Credit Card', 3810),
(3811, 34465, '2016-01-10', 'Credit Card', 3811),
(3812, 519907, '2016-01-22', 'Check', 3812),
(3813, 828132, '2016-01-23', 'Check', 3813),
(3814, 551531, '2016-01-23', 'Cash', 3814),
(3815, 732418, '2016-01-18', 'Check', 3815),
(3816, 163217, '2016-01-18', 'Credit Card', 3816),
(3817, 223896, '2016-01-30', 'Credit Card', 3817),
(3818, 558329, '2016-01-21', 'Cash', 3818),
(3819, 96050, '2016-01-24', 'Credit Card', 3819),
(3820, 93205, '2016-01-28', 'Credit Card', 3820),
(3821, 685716, '2016-01-17', 'Cash', 3821),
(3822, 222175, '2016-01-16', 'Cash', 3822),
(3823, 335123, '2016-01-25', 'Credit Card', 3823),
(3824, 435626, '2016-01-15', 'Cash', 3824),
(3825, 339258, '2016-01-24', 'Check', 3825),
(3826, 761806, '2016-01-17', 'Check', 3826),
(3827, 101532, '2016-01-21', 'Cash', 3827),
(3828, 965330, '2016-01-19', 'Check', 3828),
(3829, 620758, '2016-01-29', 'Cash', 3829),
(3830, 976309, '2016-01-18', 'Check', 3830),
(3831, 357316, '2016-01-16', 'Check', 3831),
(3832, 747240, '2016-01-12', 'Check', 3832),
(3833, 351884, '2016-01-15', 'Check', 3833),
(3834, 150159, '2016-01-11', 'Check', 3834),
(3835, 967048, '2016-01-26', 'Credit Card', 3835),
(3836, 887761, '2016-01-25', 'Check', 3836),
(3837, 814092, '2016-01-26', 'Cash', 3837),
(3838, 464492, '2016-01-19', 'Credit Card', 3838),
(3839, 817990, '2016-01-18', 'Credit Card', 3839),
(3840, 901078, '2016-01-23', 'Cash', 3840),
(3841, 614401, '2016-01-26', 'Cash', 3841),
(3842, 889118, '2016-01-20', 'Cash', 3842),
(3843, 659848, '2016-01-13', 'Check', 3843),
(3844, 225507, '2016-01-16', 'Check', 3844),
(3845, 19445, '2016-01-23', 'Check', 3845),
(3846, 185601, '2016-01-21', 'Credit Card', 3846),
(3847, 524767, '2016-01-10', 'Credit Card', 3847),
(3848, 423655, '2016-01-28', 'Check', 3848),
(3849, 914775, '2016-01-19', 'Cash', 3849),
(3850, 920486, '2016-01-17', 'Credit Card', 3850),
(3851, 357283, '2016-01-15', 'Cash', 3851),
(3852, 66463, '2016-01-23', 'Credit Card', 3852),
(3853, 411950, '2016-01-23', 'Check', 3853),
(3854, 549224, '2016-01-10', 'Check', 3854),
(3855, 883352, '2016-01-21', 'Check', 3855),
(3856, 65397, '2016-01-21', 'Check', 3856),
(3857, 706711, '2016-01-24', 'Credit Card', 3857),
(3858, 375719, '2016-01-13', 'Check', 3858),
(3859, 387299, '2016-01-28', 'Check', 3859),
(3860, 209014, '2016-01-23', 'Cash', 3860),
(3861, 47698, '2016-01-24', 'Credit Card', 3861),
(3862, 119503, '2016-01-22', 'Check', 3862),
(3863, 855557, '2016-01-13', 'Cash', 3863),
(3864, 539964, '2016-01-13', 'Credit Card', 3864),
(3865, 476575, '2016-01-10', 'Cash', 3865),
(3866, 652552, '2016-01-18', 'Cash', 3866),
(3867, 626405, '2016-01-30', 'Check', 3867),
(3868, 226040, '2016-01-14', 'Cash', 3868),
(3869, 47188, '2016-01-12', 'Credit Card', 3869),
(3870, 320478, '2016-01-12', 'Check', 3870),
(3871, 835583, '2016-01-22', 'Credit Card', 3871),
(3872, 834365, '2016-01-12', 'Check', 3872),
(3873, 793452, '2016-01-20', 'Cash', 3873),
(3874, 528440, '2016-01-17', 'Credit Card', 3874),
(3875, 478593, '2016-01-16', 'Credit Card', 3875),
(3876, 120996, '2016-01-11', 'Check', 3876),
(3877, 403014, '2016-01-30', 'Cash', 3877),
(3878, 300467, '2016-01-20', 'Credit Card', 3878),
(3879, 791824, '2016-01-28', 'Credit Card', 3879),
(3880, 649290, '2016-01-24', 'Cash', 3880),
(3881, 786439, '2016-01-13', 'Check', 3881),
(3882, 862135, '2016-01-17', 'Check', 3882),
(3883, 736189, '2016-01-17', 'Check', 3883),
(3884, 309230, '2016-01-20', 'Cash', 3884),
(3885, 139662, '2016-01-19', 'Cash', 3885),
(3886, 560514, '2016-01-23', 'Cash', 3886),
(3887, 48889, '2016-01-24', 'Check', 3887),
(3888, 886578, '2016-01-22', 'Cash', 3888),
(3889, 20764, '2016-01-10', 'Cash', 3889),
(3890, 972148, '2016-01-27', 'Cash', 3890),
(3891, 961120, '2016-01-13', 'Cash', 3891),
(3892, 905201, '2016-01-25', 'Credit Card', 3892),
(3893, 970736, '2016-01-22', 'Credit Card', 3893),
(3894, 539457, '2016-01-16', 'Check', 3894),
(3895, 392094, '2016-01-14', 'Cash', 3895),
(3896, 308224, '2016-01-29', 'Check', 3896),
(3897, 71853, '2016-01-21', 'Check', 3897),
(3898, 718422, '2016-01-11', 'Check', 3898),
(3899, 132550, '2016-01-23', 'Check', 3899),
(3900, 543754, '2016-01-28', 'Check', 3900),
(3901, 976506, '2016-01-30', 'Check', 3901),
(3902, 345645, '2016-01-27', 'Cash', 3902),
(3903, 564125, '2016-01-26', 'Credit Card', 3903),
(3904, 598849, '2016-01-15', 'Credit Card', 3904),
(3905, 363927, '2016-01-17', 'Cash', 3905),
(3906, 780986, '2016-01-15', 'Credit Card', 3906),
(3907, 634387, '2016-01-19', 'Cash', 3907),
(3908, 161139, '2016-01-11', 'Credit Card', 3908),
(3909, 712086, '2016-01-18', 'Check', 3909),
(3910, 242846, '2016-01-18', 'Credit Card', 3910),
(3911, 171128, '2016-01-24', 'Cash', 3911),
(3912, 631043, '2016-01-11', 'Cash', 3912),
(3913, 907241, '2016-01-27', 'Check', 3913),
(3914, 806874, '2016-01-17', 'Check', 3914),
(3915, 63622, '2016-01-30', 'Cash', 3915),
(3916, 578902, '2016-01-18', 'Cash', 3916),
(3917, 844129, '2016-01-29', 'Cash', 3917),
(3918, 655386, '2016-01-24', 'Credit Card', 3918),
(3919, 572918, '2016-01-21', 'Cash', 3919),
(3920, 580487, '2016-01-24', 'Credit Card', 3920),
(3921, 65565, '2016-01-14', 'Check', 3921),
(3922, 294116, '2016-01-16', 'Cash', 3922),
(3923, 137987, '2016-01-27', 'Check', 3923),
(3924, 801353, '2016-01-11', 'Credit Card', 3924),
(3925, 361374, '2016-01-28', 'Check', 3925),
(3926, 755056, '2016-01-29', 'Cash', 3926),
(3927, 479570, '2016-01-23', 'Credit Card', 3927),
(3928, 155292, '2016-01-19', 'Cash', 3928),
(3929, 483004, '2016-01-10', 'Credit Card', 3929),
(3930, 399078, '2016-01-24', 'Cash', 3930),
(3931, 848892, '2016-01-13', 'Cash', 3931),
(3932, 224741, '2016-01-14', 'Credit Card', 3932),
(3933, 691892, '2016-01-15', 'Cash', 3933),
(3934, 869832, '2016-01-12', 'Credit Card', 3934),
(3935, 64088, '2016-01-10', 'Check', 3935),
(3936, 201435, '2016-01-24', 'Credit Card', 3936),
(3937, 906768, '2016-01-28', 'Check', 3937),
(3938, 150939, '2016-01-13', 'Check', 3938),
(3939, 723140, '2016-01-11', 'Cash', 3939),
(3940, 283814, '2016-01-12', 'Credit Card', 3940),
(3941, 517397, '2016-01-13', 'Cash', 3941),
(3942, 341937, '2016-01-10', 'Credit Card', 3942),
(3943, 918399, '2016-01-28', 'Cash', 3943),
(3944, 363739, '2016-01-12', 'Check', 3944),
(3945, 399985, '2016-01-29', 'Check', 3945),
(3946, 604601, '2016-01-26', 'Check', 3946),
(3947, 544379, '2016-01-20', 'Credit Card', 3947),
(3948, 318940, '2016-01-14', 'Credit Card', 3948),
(3949, 972462, '2016-01-22', 'Credit Card', 3949),
(3950, 530293, '2016-01-21', 'Credit Card', 3950),
(3951, 317384, '2016-01-28', 'Cash', 3951),
(3952, 579284, '2016-01-11', 'Check', 3952),
(3953, 106156, '2016-01-21', 'Credit Card', 3953),
(3954, 20817, '2016-01-17', 'Check', 3954),
(3955, 212775, '2016-01-25', 'Credit Card', 3955),
(3956, 514423, '2016-01-20', 'Cash', 3956),
(3957, 574001, '2016-01-14', 'Credit Card', 3957),
(3958, 129896, '2016-01-28', 'Check', 3958),
(3959, 283189, '2016-01-21', 'Check', 3959),
(3960, 567688, '2016-01-17', 'Cash', 3960),
(3961, 844371, '2016-01-29', 'Check', 3961),
(3962, 39827, '2016-01-17', 'Cash', 3962),
(3963, 448882, '2016-01-10', 'Credit Card', 3963),
(3964, 256211, '2016-01-23', 'Check', 3964),
(3965, 63854, '2016-01-12', 'Credit Card', 3965),
(3966, 918159, '2016-01-12', 'Credit Card', 3966),
(3967, 709519, '2016-01-19', 'Cash', 3967),
(3968, 640147, '2016-01-30', 'Check', 3968),
(3969, 11862, '2016-01-10', 'Cash', 3969),
(3970, 492286, '2016-01-16', 'Cash', 3970),
(3971, 505181, '2016-01-17', 'Credit Card', 3971),
(3972, 304637, '2016-01-30', 'Credit Card', 3972),
(3973, 964842, '2016-01-24', 'Cash', 3973),
(3974, 705757, '2016-01-23', 'Check', 3974),
(3975, 503171, '2016-01-29', 'Check', 3975),
(3976, 466669, '2016-01-29', 'Cash', 3976),
(3977, 428019, '2016-01-27', 'Check', 3977),
(3978, 338790, '2016-01-29', 'Cash', 3978),
(3979, 126272, '2016-01-30', 'Check', 3979),
(3980, 595367, '2016-01-24', 'Cash', 3980),
(3981, 708140, '2016-01-14', 'Cash', 3981),
(3982, 17014, '2016-01-30', 'Credit Card', 3982),
(3983, 257506, '2016-01-14', 'Check', 3983),
(3984, 608404, '2016-01-25', 'Cash', 3984),
(3985, 441452, '2016-01-21', 'Credit Card', 3985),
(3986, 696759, '2016-01-17', 'Check', 3986),
(3987, 386193, '2016-01-21', 'Cash', 3987),
(3988, 579215, '2016-01-24', 'Credit Card', 3988),
(3989, 307309, '2016-01-18', 'Check', 3989),
(3990, 762374, '2016-01-19', 'Cash', 3990),
(3991, 220101, '2016-01-13', 'Check', 3991),
(3992, 979487, '2016-01-16', 'Cash', 3992),
(3993, 209212, '2016-01-21', 'Cash', 3993),
(3994, 221002, '2016-01-27', 'Credit Card', 3994),
(3995, 258838, '2016-01-27', 'Credit Card', 3995),
(3996, 348997, '2016-01-27', 'Credit Card', 3996),
(3997, 211852, '2016-01-25', 'Credit Card', 3997),
(3998, 162991, '2016-01-19', 'Credit Card', 3998),
(3999, 434306, '2016-01-20', 'Credit Card', 3999),
(4000, 550313, '2016-01-23', 'Check', 4000),
(4001, 894770, '2016-01-22', 'Credit Card', 4001),
(4002, 81721, '2016-01-15', 'Check', 4002),
(4003, 874956, '2016-01-16', 'Check', 4003),
(4004, 59074, '2016-01-24', 'Credit Card', 4004),
(4005, 810640, '2016-01-22', 'Cash', 4005),
(4006, 264980, '2016-01-14', 'Credit Card', 4006),
(4007, 281930, '2016-01-25', 'Check', 4007),
(4008, 871645, '2016-01-29', 'Check', 4008),
(4009, 508848, '2016-01-20', 'Check', 4009),
(4010, 391266, '2016-01-13', 'Cash', 4010),
(4011, 956701, '2016-01-16', 'Cash', 4011),
(4012, 340762, '2016-01-17', 'Credit Card', 4012),
(4013, 543054, '2016-01-22', 'Check', 4013),
(4014, 168367, '2016-01-21', 'Credit Card', 4014),
(4015, 841779, '2016-01-12', 'Check', 4015),
(4016, 406488, '2016-01-13', 'Check', 4016),
(4017, 264717, '2016-01-15', 'Check', 4017),
(4018, 868418, '2016-01-30', 'Check', 4018),
(4019, 828224, '2016-01-12', 'Cash', 4019),
(4020, 724264, '2016-01-28', 'Check', 4020),
(4021, 663209, '2016-01-17', 'Credit Card', 4021),
(4022, 713277, '2016-01-28', 'Cash', 4022),
(4023, 856284, '2016-01-15', 'Credit Card', 4023),
(4024, 564127, '2016-01-15', 'Cash', 4024),
(4025, 917053, '2016-01-19', 'Cash', 4025),
(4026, 956489, '2016-01-10', 'Check', 4026),
(4027, 968264, '2016-01-29', 'Check', 4027),
(4028, 255298, '2016-01-26', 'Credit Card', 4028),
(4029, 210095, '2016-01-27', 'Credit Card', 4029),
(4030, 133401, '2016-01-26', 'Check', 4030),
(4031, 115934, '2016-01-22', 'Check', 4031),
(4032, 28246, '2016-01-30', 'Credit Card', 4032),
(4033, 480955, '2016-01-29', 'Credit Card', 4033),
(4034, 799039, '2016-01-26', 'Credit Card', 4034),
(4035, 128226, '2016-01-21', 'Check', 4035),
(4036, 782065, '2016-01-23', 'Check', 4036),
(4037, 623998, '2016-01-30', 'Check', 4037),
(4038, 24275, '2016-01-26', 'Check', 4038),
(4039, 558745, '2016-01-10', 'Credit Card', 4039),
(4040, 748555, '2016-01-24', 'Cash', 4040),
(4041, 25231, '2016-01-12', 'Cash', 4041),
(4042, 764482, '2016-01-22', 'Cash', 4042),
(4043, 266729, '2016-01-29', 'Credit Card', 4043),
(4044, 765751, '2016-01-14', 'Cash', 4044),
(4045, 97049, '2016-01-14', 'Cash', 4045),
(4046, 631418, '2016-01-25', 'Check', 4046),
(4047, 579492, '2016-01-11', 'Credit Card', 4047),
(4048, 702817, '2016-01-20', 'Check', 4048),
(4049, 721546, '2016-01-17', 'Check', 4049),
(4050, 428386, '2016-01-24', 'Cash', 4050),
(4051, 59080, '2016-01-16', 'Check', 4051),
(4052, 385196, '2016-01-28', 'Credit Card', 4052),
(4053, 563248, '2016-01-28', 'Credit Card', 4053),
(4054, 350865, '2016-01-12', 'Cash', 4054),
(4055, 70934, '2016-01-14', 'Cash', 4055),
(4056, 263710, '2016-01-17', 'Cash', 4056),
(4057, 328539, '2016-01-19', 'Check', 4057),
(4058, 149751, '2016-01-24', 'Credit Card', 4058),
(4059, 567670, '2016-01-14', 'Cash', 4059),
(4060, 343917, '2016-01-16', 'Check', 4060),
(4061, 980825, '2016-01-24', 'Cash', 4061),
(4062, 722129, '2016-01-28', 'Check', 4062),
(4063, 306746, '2016-01-28', 'Check', 4063),
(4064, 742426, '2016-01-17', 'Cash', 4064),
(4065, 507513, '2016-01-10', 'Cash', 4065),
(4066, 705042, '2016-01-15', 'Check', 4066),
(4067, 376763, '2016-01-10', 'Credit Card', 4067),
(4068, 795141, '2016-01-23', 'Check', 4068),
(4069, 307282, '2016-01-25', 'Cash', 4069),
(4070, 621142, '2016-01-30', 'Credit Card', 4070),
(4071, 843406, '2016-01-20', 'Cash', 4071),
(4072, 658421, '2016-01-16', 'Credit Card', 4072),
(4073, 973789, '2016-01-15', 'Check', 4073),
(4074, 651290, '2016-01-30', 'Credit Card', 4074),
(4075, 312649, '2016-01-30', 'Credit Card', 4075),
(4076, 118005, '2016-01-12', 'Cash', 4076),
(4077, 154964, '2016-01-23', 'Credit Card', 4077),
(4078, 238199, '2016-01-30', 'Cash', 4078),
(4079, 815733, '2016-01-12', 'Check', 4079),
(4080, 482240, '2016-01-12', 'Cash', 4080),
(4081, 295340, '2016-01-11', 'Check', 4081),
(4082, 247025, '2016-01-29', 'Check', 4082),
(4083, 497642, '2016-01-25', 'Cash', 4083),
(4084, 455600, '2016-01-14', 'Cash', 4084),
(4085, 332522, '2016-01-26', 'Check', 4085),
(4086, 33463, '2016-01-15', 'Check', 4086),
(4087, 368343, '2016-01-20', 'Credit Card', 4087),
(4088, 115818, '2016-01-26', 'Check', 4088),
(4089, 627790, '2016-01-28', 'Credit Card', 4089),
(4090, 217352, '2016-01-23', 'Credit Card', 4090),
(4091, 453900, '2016-01-14', 'Credit Card', 4091),
(4092, 443015, '2016-01-27', 'Check', 4092),
(4093, 525111, '2016-01-14', 'Credit Card', 4093),
(4094, 900051, '2016-01-30', 'Check', 4094),
(4095, 192704, '2016-01-16', 'Credit Card', 4095),
(4096, 352181, '2016-01-30', 'Credit Card', 4096),
(4097, 62396, '2016-01-18', 'Cash', 4097),
(4098, 726938, '2016-01-14', 'Credit Card', 4098),
(4099, 350547, '2016-01-16', 'Cash', 4099),
(4100, 351045, '2016-01-30', 'Cash', 4100),
(4101, 823675, '2016-01-19', 'Cash', 4101),
(4102, 132253, '2016-01-28', 'Credit Card', 4102),
(4103, 357057, '2016-01-28', 'Credit Card', 4103),
(4104, 993956, '2016-01-12', 'Credit Card', 4104),
(4105, 71105, '2016-01-10', 'Credit Card', 4105),
(4106, 232222, '2016-01-27', 'Cash', 4106),
(4107, 745060, '2016-01-11', 'Check', 4107),
(4108, 568733, '2016-01-28', 'Check', 4108),
(4109, 991172, '2016-01-12', 'Check', 4109),
(4110, 813918, '2016-01-13', 'Cash', 4110),
(4111, 853902, '2016-01-18', 'Cash', 4111),
(4112, 437608, '2016-01-12', 'Credit Card', 4112),
(4113, 340288, '2016-01-19', 'Check', 4113),
(4114, 71613, '2016-01-29', 'Cash', 4114),
(4115, 397414, '2016-01-16', 'Credit Card', 4115),
(4116, 335402, '2016-01-20', 'Check', 4116),
(4117, 581098, '2016-01-13', 'Check', 4117),
(4118, 19548, '2016-01-22', 'Credit Card', 4118),
(4119, 597290, '2016-01-21', 'Credit Card', 4119),
(4120, 787809, '2016-01-10', 'Credit Card', 4120),
(4121, 62253, '2016-01-24', 'Credit Card', 4121),
(4122, 109983, '2016-01-24', 'Credit Card', 4122),
(4123, 892953, '2016-01-13', 'Check', 4123),
(4124, 910346, '2016-01-19', 'Credit Card', 4124),
(4125, 291143, '2016-01-22', 'Check', 4125),
(4126, 668136, '2016-01-14', 'Cash', 4126),
(4127, 759645, '2016-01-29', 'Cash', 4127),
(4128, 43868, '2016-01-19', 'Cash', 4128),
(4129, 251147, '2016-01-29', 'Cash', 4129),
(4130, 701240, '2016-01-11', 'Check', 4130),
(4131, 327466, '2016-01-24', 'Check', 4131),
(4132, 785847, '2016-01-17', 'Credit Card', 4132),
(4133, 232351, '2016-01-18', 'Check', 4133),
(4134, 47287, '2016-01-13', 'Check', 4134),
(4135, 765331, '2016-01-12', 'Cash', 4135),
(4136, 667621, '2016-01-19', 'Credit Card', 4136),
(4137, 907329, '2016-01-20', 'Credit Card', 4137),
(4138, 740263, '2016-01-26', 'Credit Card', 4138),
(4139, 135438, '2016-01-12', 'Check', 4139),
(4140, 496673, '2016-01-13', 'Check', 4140),
(4141, 941624, '2016-01-11', 'Credit Card', 4141),
(4142, 342673, '2016-01-13', 'Check', 4142),
(4143, 255715, '2016-01-17', 'Check', 4143),
(4144, 729707, '2016-01-17', 'Cash', 4144),
(4145, 961842, '2016-01-15', 'Credit Card', 4145),
(4146, 632997, '2016-01-22', 'Check', 4146),
(4147, 879965, '2016-01-20', 'Credit Card', 4147),
(4148, 176725, '2016-01-17', 'Check', 4148),
(4149, 342922, '2016-01-14', 'Check', 4149),
(4150, 625338, '2016-01-28', 'Cash', 4150),
(4151, 787923, '2016-01-25', 'Credit Card', 4151),
(4152, 408633, '2016-01-19', 'Credit Card', 4152),
(4153, 270059, '2016-01-19', 'Check', 4153),
(4154, 450990, '2016-01-18', 'Cash', 4154),
(4155, 690300, '2016-01-27', 'Credit Card', 4155),
(4156, 981008, '2016-01-12', 'Credit Card', 4156),
(4157, 900016, '2016-01-20', 'Cash', 4157),
(4158, 286912, '2016-01-18', 'Cash', 4158),
(4159, 287045, '2016-01-21', 'Cash', 4159),
(4160, 434556, '2016-01-27', 'Credit Card', 4160),
(4161, 201124, '2016-01-16', 'Cash', 4161),
(4162, 614166, '2016-01-14', 'Cash', 4162),
(4163, 380508, '2016-01-30', 'Cash', 4163),
(4164, 948570, '2016-01-19', 'Cash', 4164),
(4165, 861137, '2016-01-24', 'Credit Card', 4165),
(4166, 600271, '2016-01-15', 'Credit Card', 4166),
(4167, 248987, '2016-01-15', 'Check', 4167),
(4168, 997178, '2016-01-25', 'Check', 4168),
(4169, 607283, '2016-01-26', 'Cash', 4169),
(4170, 813125, '2016-01-14', 'Check', 4170),
(4171, 720208, '2016-01-23', 'Check', 4171),
(4172, 879590, '2016-01-11', 'Credit Card', 4172),
(4173, 173386, '2016-01-29', 'Credit Card', 4173),
(4174, 240664, '2016-01-26', 'Check', 4174),
(4175, 398720, '2016-01-22', 'Credit Card', 4175),
(4176, 974684, '2016-01-21', 'Credit Card', 4176),
(4177, 114699, '2016-01-19', 'Credit Card', 4177),
(4178, 59744, '2016-01-25', 'Credit Card', 4178),
(4179, 345880, '2016-01-12', 'Credit Card', 4179),
(4180, 407266, '2016-01-11', 'Cash', 4180),
(4181, 412242, '2016-01-27', 'Credit Card', 4181),
(4182, 649875, '2016-01-27', 'Check', 4182),
(4183, 306142, '2016-01-17', 'Credit Card', 4183),
(4184, 558133, '2016-01-26', 'Cash', 4184),
(4185, 984870, '2016-01-30', 'Check', 4185),
(4186, 12396, '2016-01-24', 'Cash', 4186),
(4187, 78713, '2016-01-12', 'Credit Card', 4187),
(4188, 332681, '2016-01-14', 'Cash', 4188),
(4189, 99027, '2016-01-23', 'Check', 4189),
(4190, 743431, '2016-01-14', 'Credit Card', 4190),
(4191, 979276, '2016-01-19', 'Credit Card', 4191),
(4192, 693208, '2016-01-13', 'Cash', 4192),
(4193, 243231, '2016-01-11', 'Cash', 4193),
(4194, 109544, '2016-01-19', 'Check', 4194),
(4195, 852464, '2016-01-12', 'Cash', 4195),
(4196, 808302, '2016-01-11', 'Cash', 4196),
(4197, 886678, '2016-01-26', 'Cash', 4197),
(4198, 308413, '2016-01-14', 'Check', 4198),
(4199, 692039, '2016-01-15', 'Credit Card', 4199),
(4200, 928751, '2016-01-10', 'Check', 4200),
(4201, 499060, '2016-01-26', 'Cash', 4201),
(4202, 23023, '2016-01-11', 'Cash', 4202),
(4203, 522317, '2016-01-28', 'Check', 4203),
(4204, 53269, '2016-01-26', 'Credit Card', 4204),
(4205, 741683, '2016-01-30', 'Cash', 4205),
(4206, 996907, '2016-01-29', 'Credit Card', 4206),
(4207, 341305, '2016-01-21', 'Check', 4207),
(4208, 478986, '2016-01-26', 'Cash', 4208),
(4209, 868277, '2016-01-19', 'Check', 4209),
(4210, 439790, '2016-01-18', 'Credit Card', 4210),
(4211, 23205, '2016-01-13', 'Cash', 4211),
(4212, 511162, '2016-01-11', 'Check', 4212),
(4213, 987520, '2016-01-10', 'Check', 4213),
(4214, 997620, '2016-01-23', 'Cash', 4214),
(4215, 215488, '2016-01-25', 'Credit Card', 4215),
(4216, 623852, '2016-01-20', 'Credit Card', 4216),
(4217, 928239, '2016-01-22', 'Check', 4217),
(4218, 358429, '2016-01-27', 'Cash', 4218),
(4219, 883583, '2016-01-11', 'Check', 4219),
(4220, 898379, '2016-01-16', 'Check', 4220),
(4221, 862465, '2016-01-18', 'Cash', 4221),
(4222, 505725, '2016-01-13', 'Credit Card', 4222),
(4223, 994368, '2016-01-19', 'Check', 4223),
(4224, 879361, '2016-01-24', 'Credit Card', 4224),
(4225, 391145, '2016-01-27', 'Credit Card', 4225),
(4226, 224205, '2016-01-17', 'Check', 4226),
(4227, 108124, '2016-01-22', 'Cash', 4227),
(4228, 358819, '2016-01-20', 'Check', 4228),
(4229, 22108, '2016-01-13', 'Check', 4229),
(4230, 708446, '2016-01-16', 'Credit Card', 4230),
(4231, 267398, '2016-01-30', 'Cash', 4231),
(4232, 427383, '2016-01-15', 'Credit Card', 4232),
(4233, 200135, '2016-01-21', 'Cash', 4233),
(4234, 673952, '2016-01-10', 'Check', 4234),
(4235, 570307, '2016-01-26', 'Credit Card', 4235),
(4236, 598010, '2016-01-13', 'Cash', 4236),
(4237, 954439, '2016-01-12', 'Cash', 4237),
(4238, 41444, '2016-01-12', 'Credit Card', 4238),
(4239, 855206, '2016-01-30', 'Check', 4239),
(4240, 701786, '2016-01-10', 'Credit Card', 4240),
(4241, 109693, '2016-01-17', 'Check', 4241),
